ID|ISBN|Price|Title|Teaser|Auth_1|Auth_2|Auth_3|Review|Reviewer|Issue_date|Issue|Record_type|Sub_headline|Headline|Publisher|Pub_date|Categories|SubCategories|Metadata|Image|Field21
1426|1578600294|\N|Henry Halleck's War: A Fresh Look at Lincoln's Controversial General-in-Chief|Henry Halleck's War: A Fresh Look at Lincoln's Controversial General-in-Chief|Anders, Curt|\N|\N|"With exhaustive quotations from the Official Records, Henry Halleck's War is not so much a biography as a reconstruction of a bright but uncompromising general (dubbed \Old Brains\"") whom historians (save Stephen Ambrose) have treated unkindly."""|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Guild Press of Indiana|0000-00-00|Biographies|BioGeneral|\N|\N|\N
1427|080712396X|\N|The Edge of Glory: A Biography of General William S. Rosecrans, U.S.A.|Edge of Glory: A Biography of General William S. Rosecrans, U.S.A. The|Lamers, William M.|\N|\N|This work chronicles Rosecrans's years of service in the Union Army. Lamers explores the general's battlefield brilliance and his irascible nature, which ultimately led to his dismissal from the Army of the Cumberland.<p>|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Louisiana State University Press|0000-00-00|Biographies|BioGeneral|\N|\N|\N
1428|375752285|\N|Personal Memoirs|Personal Memoirs|Grant, Ulysses S.|\N|\N|"\The war has made us a nation of great power and intelligence,\"" Grant writes at the close of his famous memoirs, printed here in a paperback edition that includes his final field report to Secretary of War Stanton."""|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Modern Library|0000-00-00|Biographies|BioGeneral|\N|\N|\N
1429|1572330473|\N|The Tarnished Cavalier: Major General Earl Van Dorn, C.S.A.|Tarnished Cavalier: Major General Earl Van Dorn, C.S.A. The|Carter, Arthur B.|\N|\N|The first study in more than 30 years of Major General Earl Van Dorn, C.S.A. uses previously unpublished material to provide a balanced view of this dashing, controversial, and sometimes overlooked leader of the Western theater.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|University of Tennessee Press|0000-00-00|Biographies|BioGeneral|\N|\N|\N
1430|1580800297|\N|They Called Him Stonewall: A Life of Lieutenant General T.J. Jackson, C.S.A.|They Called Him Stonewall: A Life of Lieutenant General T.J. Jackson, C.S.A.|Davis, Burke|\N|\N|"A revealing portrait of the legendary general, this reprint of the 1954 classic concludes that Jackson's untimely death deprived the Confederacy of its \only realistic opportunity\"" to end the War on its own terms."""|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Burford Books|0000-00-00|Biographies|BioGeneral|\N|\N|\N
1431|807847992|\N|James Longstreet: Lee's War Horse|James Longstreet: Lee's War Horse|Eckenrode, H.J.|Conrad, Bryan|\N|First published in 1936, this work examines the life of one of Robert E. Lee's most trusted commanders. The book remains controversial for its portrayal of Longstreet as an often ambitious and stubborn subordinate.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|University of North Carolina Press|0000-00-00|Biographies|BioGeneral|\N|\N|\N
1432|807123935|\N|The Diary of James T. Ayers: Civil War Recruiter|Diary of James T. Ayers: Civil War Recruiter The|Franklin, John Hope|\N|\N|After enlisting in an Illinois regiment in 1862, Ayers became a recruiter in the Tennessee Valley for the U.S. Colored Troops. This paperback provides a unique look at an obscure and unheralded facet of the War.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Louisiana State University|0000-00-00|Biographies|BioGeneral|\N|\N|\N
1433|1580970044|\N|John Wanamaker: Philadelphia Merchant|John Wanamaker: Philadelphia Merchant|Ershkowitz, Herbert|\N|\N|Wanamaker's department store grew out of humble origins in Philadelphia. This plainspoken biography portrays how the chain's founder combined evangelicalism and savvy marketing to achieve market dominance in the decades following the War.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Combined Publishing|0000-00-00|Biographies|BioGeneral|\N|\N|\N
1434|1572330341|\N|A Yankee at Arms: The Diary of Lieutenant Augustus D. Ayling, 29th Massachusetts Volunteers|Yankee at Arms: The Diary of Lieutenant Augustus D. Ayling, 29th Massachusetts Volunteers A|Herberger, Charles F.|\N|\N|Previously unpublished, Augustus Ayling's literate and candid diary records his observations about the battle between the Monitor and the Merrimack, the Peninsula campaign, Vicksburg, early occupation duty in Richmond, and more.<p>|\N|Fall 1999|9/1/1999|Annotation|\N|\N|University of Tennessee Press|0000-00-00|Biographies|BioGeneral|\N|\N|\N
1435|920720056|\N|The Libby Prison Diary of Colonel Emeric Szabad|Libby Prison Diary of Colonel Emeric Szabad The|Beszedits, Stephen|\N|\N|This book covers Szabad's five months of captivity between October 1863 and March 1864. Written in an analytical style by a highly literate, Hungarian-born educator, this diary enriches our understanding of Libby Prison.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|B & L Information Services|0000-00-00|Biographies|BioGeneral|\N|\N|\N
1436|1879941317|\N|Memoirs of the Confederate War for Independence: A Prussian Officer with J.E.B. Stuart in Virginia|Memoirs of the Confederate War for Independence: A Prussian Officer with J.E.B. Stuart in Virginia|Von Borcke, Heros|\N|\N|Beginning with his trip on a blockade runner in 1862, Borcke describes his service in the Confederate cavalry. Included in his memoirs are his accounts of some of the Civil War's greatest battles, including Chancellorsville, Brandy Station, and Gettysburg.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|J.S. Sanders|0000-00-00|Biographies|BioGeneral|\N|\N|\N
1437|1582180881|\N|Beyond the Lines or A Yankee Prisoner Loose in Dixie|Beyond the Lines or A Yankee Prisoner Loose in Dixie|Geer, Captain J.J.|\N|\N|"In one of the Civil War's first prisoner memoirs published (1864), Geer describes in compelling detail his capture at Shiloh, his trial for \frivolous charges,\"" his incarceration in prison camps and jails, and his harrowing escape and recapture."""|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Digital Scanning|0000-00-00|Biographies|BioGeneral|\N|\N|\N
1438|679603298|\N|The Life and Writings of Abraham Lincoln|Life and Writings of Abraham Lincoln The|Van Doren Stern, Philip|\N|\N|"A collection of over 275 writings and speeches, including the 1940 \Life of Abraham Lincoln\"" by Philip Van Doren Stern and an introduction by Allan Nevins.<p>"""|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Modern Library|0000-00-00|Biographies|BioGeneral|\N|\N|\N
1439|813121353|\N|Gray Ghost: The Life of Col. John Singleton Mosby|Gray Ghost: The Life of Col. John Singleton Mosby|Ramage, James A.|\N|\N|Inflicting four times more casualties than his men sustained, John Mosby's guerrilla tactics demoralized Federal troops. Yet, as historian James A. Ramage's exhaustive biography notes, Mosby later became an ardent Republican and Hong Kong consul.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|University Press of Kentucky|0000-00-00|Biographies|BioGeneral|\N|\N|\N
1440|828320470|\N|Where Duty Calls: The Story of Sarah Emma Edmonds|Where Duty Calls: The Story of Sarah Emma Edmonds|Seguin, Marilyn|\N|\N|Disguised as a man, Sarah Emma Edmonds served as a soldier and spy during the Civil War's early years. <b>Where Duty Calls</b> is a fictionalized account of Edmonds's wartime activities, based upon her memoirs.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Braden Publishing Co.|0000-00-00|Biographies|BioGeneral|\N|\N|\N
1441|1853673587|\N|Custer and His Commands: From West Point to Little Bighorn|Custer and His Commands: From West Point to Little Bighorn|Cox, Kurt Hamilton|\N|\N|"An addition to the \Illustrated History of the American Soldier\"" series, <b>Custer and His Commands</b> portrays the dandy officer at his sartorial finest, including photographs where his trademark red scarf is in full display."""|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Greenhill Books|0000-00-00|Biographies|BioGeneral|\N|\N|\N
1442|1582181209|\N|Six Months at the White House: The Story of a Picture|Six Months at the White House: The Story of a Picture|Carpenter, Francis B.|\N|\N|"\There is little to find fault with,\"" Lincoln observed of the author's finished painting of him, delivered in 1864 after half of a year's work. Much the same might be said of Francis Carpenter's depiction of Lincoln in this reprint of an 1866 work.<p> Available in CD Rom format."""|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Digital Scanning, Inc.|0000-00-00|Biographies|BioGeneral|\N|\N|\N
1443|803270844|\N|Lee the Soldier|Lee the Soldier|Gallagher, Gary W.|\N|\N|A veritable tour de force of contemporary and retrospective analysis of Lee's military career. Now available in paperback, this collection offers Lee's postwar reflections on campaigns, 16 previously published essays, five new essays by scholars, and T. Michl Parrish's annotated bibliography of 200 essential works on Lee.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|University of Nebraska Press|0000-00-00|Biographies|BioGeneral|\N|\N|\N
1444|823219879|\N|Sword and Olive Branch: Oliver Otis Howard|Sword and Olive Branch: Oliver Otis Howard|Carpenter, John A.|\N|\N|Of solid Yankee stock, Oliver Otis Howard was a brave general better remembered for his postwar activities: Freedman' Bureau commissioner; West Point superintendent; founder of two universities. A reprint of John Carpenter' 1964 biography.<p>|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Fordham University Press|0000-00-00|Biographies|\N|\N|\N|\N
1445|080327985X|\N|The Life of Abraham Lincoln|Life of Abraham Lincoln The|Lamon, Ward H.|\N|\N|A new introduction by Rodney O. Davis is featured in this paperback edition of the controversial 1872 biography that studies Lincoln's life -- political and spiritual, ambitious and romantic -- through his first inauguration.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|Bison Books|0000-00-00|Biographies|BioGeneral|\N|\N|\N
1446|806131608|\N|George Washington Grayson and the Creek Nation: 1853-1920|George Washington Grayson and the Creek Nation: 1853-1920|Warde, Mary Jane|\N|\N|"This biography of pro-Confederate Creek leader George Washington Grayson includes a chapter on Civil War activity in the Indian Territory, which \cost the Creek Nation dearly.\"""""|\N|Fall 1999|9/1/1999|Annotation|\N|\N|University of Oklahoma Press|0000-00-00|Biographies|BioGeneral|\N|\N|\N
1497|312200242|\N|Stonewall's Gold: A Novel of the Civil War|Stonewall's Gold: A Novel of the Civil War|Mrazek, Robert J.|\N|\N|Mrazek, a former congressman who championed Civil War battlefield preservation, turns his attention to fiction. The result is a teenage boy's coming-of-age search for Confederate gold buried amidst the desolation of the Shenandoah Valley after Sheridan.|\N|Fall 1999|9/1/1999|Annotation|\N|\N|St. Martin's Press|0000-00-00|Fiction|FicGeneral|\N|\N|\N
1509|805061479|\N|A Prayer for the Dying: A Novel|Prayer for the Dying: A Novel A|O'Nan, Stewart|\N|\N|With <B>A Prayer for the Dying</B>, Stewart O'Nan, author of five previous books, lives up to his billing in the literary magazine <I>Granta</I> as one of the best young American novelists. Known for his versatility, depth, and originality, O'Nan ventures into the nineteenth century for the first time and uses the second person to narrate a tale of one man's struggle to save his town from a pestilence of biblical proportions.<p>Set six years after the War ends, <B>A Prayer for the Dying</B> is not a conventional Civil War or Reconstruction novel; rather, it is a Civil War novel in the sense that <I>The Man in the Gray Flannel Suit</I> is a World War II movie-in both stories wartime experiences fundamentally alter a veteran's outlook on life. The main character of the book is Jacob Hansen, who pulls triple-duty as the sheriff, undertaker, and pastor of Friendship, Wisconsin. As such, he has taken on the responsibility of counseling the townspeople from the pulpit, scolding and punishing them when they stray and preparing their bodies when they die. All the while, he is haunted by memories of the War.<p>Indeed, the War invades every facet of Hansen's life, influencing everything from how he trims his beard (he follows the fashion of his regiment's captain) to what transportation he takes (he feels compelled to use bicycles and railway handcars for transportation because the gruesome wartime experience of taking shelter inside the carcass of his horse to survive a Rebel siege has produced an inescapable repugnance for horses).<p>In the first chapter, O'Nan masterfully uses Hansen's trip to investigate a report of a dead man on a farmer's property and the thoughts running through Hansen's mind to introduce the town and the cast of characters, while foreshadowing all that is yet to come. When the doctor concludes that diphtheria caused the man's death, Hansen places his responsibility to the town above all else. Even though the disease spreads rapidly, he hesitates to implement a full quarantine and convinces his wife to remain, rather than flee to a safe distance with their newborn daughter, because he does not want to induce a panic. As the death toll rises and an unstoppable wildfire looms in the distance, the pressure on Hansen builds to a level both mentally and emotionally unbearable, leading to a final staggering revelation.<p><B>A Prayer for the Dying</B> is a Midwestern gothic that unmercifully explores how much emotional pain and suffering one man can endure, and, if he survives, the cost to his sanity and his faith. In short, Stewart O'Nan has combined the depth of Camus and Faulkner with the pure readability of Stephen King to produce an exceedingly literate and satisfying page-turner all his own.<p><I>Thomas Hill received an M.A. in history from Oklahoma State University and is currently working toward an M.F.A. in writing at the University of Memphis.</I>|Hill, Thomas|Fall 1999|9/1/1999|Review|A gothic depiction of one veteran's elusive peace|The unquiet memory|Henry Holt|0000-00-00|Fiction|\N|\N|\N|\N
